ticker,company_name,quarter,date,fiscal_year,fiscal_quarter,word_count,source,collection_date
DG,DG Inc.,Q1 2024,2024-04-30,2024,1,9599,REAL,2026-03-28
DG,DG Inc.,Q1 2025,2025-04-30,2025,1,10374,REAL,2026-03-28
DG,DG Inc.,Q2 2024,2024-07-31,2024,2,9667,REAL,2026-03-28
DG,DG Inc.,Q2 2025,2025-07-31,2025,2,9472,REAL,2026-03-28
DG,DG Inc.,Q3 2024,2024-10-31,2024,3,9600,REAL,2026-03-28
DG,DG Inc.,Q3 2025,2025-10-31,2025,3,9774,REAL,2026-03-28
DG,DG Inc.,Q4 2024,2025-01-31,2024,4,9757,REAL,2026-03-28
DG,DG Inc.,Q4 2025,2026-01-31,2025,4,10330,REAL,2026-03-28
DHI,DHI Inc.,Q1 2024,2024-04-30,2024,1,9849,REAL,2026-03-28
DHI,DHI Inc.,Q1 2025,2025-04-30,2025,1,9874,REAL,2026-03-28
DHI,DHI Inc.,Q2 2024,2024-07-31,2024,2,10026,REAL,2026-03-28
DHI,DHI Inc.,Q2 2025,2025-07-31,2025,2,10301,REAL,2026-03-28
DHI,DHI Inc.,Q3 2024,2024-10-31,2024,3,10183,REAL,2026-03-28
DHI,DHI Inc.,Q3 2025,2025-10-31,2025,3,9101,REAL,2026-03-28
DHI,DHI Inc.,Q4 2024,2025-01-31,2024,4,9478,REAL,2026-03-28
DHI,DHI Inc.,Q4 2025,2026-01-31,2025,4,9725,REAL,2026-03-28
DIS,DIS Inc.,Q1 2024,2024-04-30,2024,1,8980,REAL,2026-03-28
DIS,DIS Inc.,Q1 2025,2025-04-30,2025,1,5209,REAL,2026-03-28
DIS,DIS Inc.,Q2 2024,2024-07-31,2024,2,6967,REAL,2026-03-28
DIS,DIS Inc.,Q2 2025,2025-07-31,2025,2,6126,REAL,2026-03-28
DIS,DIS Inc.,Q3 2024,2024-10-31,2024,3,4551,REAL,2026-03-28
DIS,DIS Inc.,Q3 2025,2025-10-31,2025,3,6333,REAL,2026-03-28
DIS,DIS Inc.,Q4 2024,2025-01-31,2024,4,6476,REAL,2026-03-28
DIS,DIS Inc.,Q4 2025,2026-01-31,2025,4,6421,REAL,2026-03-28
DLTR,DLTR Inc.,Q1 2024,2024-04-30,2024,1,8724,REAL,2026-03-28
DLTR,DLTR Inc.,Q1 2025,2025-04-30,2025,1,9394,REAL,2026-03-28
DLTR,DLTR Inc.,Q2 2024,2024-07-31,2024,2,9638,REAL,2026-03-28
DLTR,DLTR Inc.,Q2 2025,2025-07-31,2025,2,9205,REAL,2026-03-28
DLTR,DLTR Inc.,Q3 2024,2024-10-31,2024,3,9821,REAL,2026-03-28
DLTR,DLTR Inc.,Q3 2025,2025-10-31,2025,3,8991,REAL,2026-03-28
DLTR,DLTR Inc.,Q4 2024,2025-01-31,2024,4,9836,REAL,2026-03-28
DLTR,DLTR Inc.,Q4 2025,2026-01-31,2025,4,8995,REAL,2026-03-28
EA,EA Inc.,Q1 2024,2024-04-30,2024,1,9269,REAL,2026-03-28
EA,EA Inc.,Q1 2025,2025-04-30,2025,1,8404,REAL,2026-03-28
EA,EA Inc.,Q2 2024,2024-07-31,2024,2,5671,REAL,2026-03-28
EA,EA Inc.,Q2 2025,2025-07-31,2025,2,7496,REAL,2026-03-28
EA,EA Inc.,Q3 2024,2024-10-31,2024,3,7409,REAL,2026-03-28
EA,EA Inc.,Q3 2025,2025-10-31,2025,3,8028,REAL,2026-03-28
EA,EA Inc.,Q4 2024,2025-01-31,2024,4,7688,REAL,2026-03-28
EA,EA Inc.,Q4 2025,2026-01-31,2025,4,8707,REAL,2026-03-28
EBAY,EBAY Inc.,Q1 2025,2025-04-30,2025,1,9557,REAL,2026-03-28
EBAY,EBAY Inc.,Q2 2025,2025-07-31,2025,2,9929,REAL,2026-03-28
EBAY,EBAY Inc.,Q3 2025,2025-10-31,2025,3,10070,REAL,2026-03-28
EBAY,EBAY Inc.,Q4 2025,2026-01-31,2025,4,10134,REAL,2026-03-28
F,F Inc.,Q1 2024,2024-04-30,2024,1,9594,REAL,2026-03-28
F,F Inc.,Q1 2025,2025-04-30,2025,1,9132,REAL,2026-03-28
F,F Inc.,Q2 2024,2024-07-31,2024,2,10032,REAL,2026-03-28
F,F Inc.,Q2 2025,2025-07-31,2025,2,8963,REAL,2026-03-28
F,F Inc.,Q3 2024,2024-10-31,2024,3,9399,REAL,2026-03-28
F,F Inc.,Q3 2025,2025-10-31,2025,3,8203,REAL,2026-03-28
F,F Inc.,Q4 2024,2025-01-31,2024,4,8794,REAL,2026-03-28
F,F Inc.,Q4 2025,2026-01-31,2025,4,8352,REAL,2026-03-28
FAST,FAST Inc.,Q1 2024,2024-04-30,2024,1,9257,REAL,2026-03-28
FAST,FAST Inc.,Q1 2025,2025-04-30,2025,1,9530,REAL,2026-03-28
FAST,FAST Inc.,Q2 2024,2024-07-31,2024,2,9371,REAL,2026-03-28
FAST,FAST Inc.,Q2 2025,2025-07-31,2025,2,9219,REAL,2026-03-28
FAST,FAST Inc.,Q3 2024,2024-10-31,2024,3,9916,REAL,2026-03-28
FAST,FAST Inc.,Q3 2025,2025-10-31,2025,3,9439,REAL,2026-03-28
FAST,FAST Inc.,Q4 2024,2025-01-31,2024,4,9726,REAL,2026-03-28
FAST,FAST Inc.,Q4 2025,2026-01-31,2025,4,8820,REAL,2026-03-28
FDX,FDX Inc.,Q1 2025,2025-04-30,2025,1,9300,REAL,2026-03-28
FDX,FDX Inc.,Q2 2025,2025-07-31,2025,2,10273,REAL,2026-03-28
FDX,FDX Inc.,Q3 2025,2025-10-31,2025,3,10635,REAL,2026-03-28
FDX,FDX Inc.,Q4 2024,2025-01-31,2024,4,9084,REAL,2026-03-28
FDX,FDX Inc.,Q4 2025,2026-01-31,2025,4,9340,REAL,2026-03-28
FICO,FICO Inc.,Q1 2024,2024-04-30,2024,1,6474,REAL,2026-03-28
FICO,FICO Inc.,Q1 2025,2025-04-30,2025,1,7969,REAL,2026-03-28
FICO,FICO Inc.,Q2 2024,2024-07-31,2024,2,5413,REAL,2026-03-28
FICO,FICO Inc.,Q2 2025,2025-07-31,2025,2,6672,REAL,2026-03-28
FICO,FICO Inc.,Q3 2024,2024-10-31,2024,3,5573,REAL,2026-03-28
FICO,FICO Inc.,Q3 2025,2025-10-31,2025,3,9300,REAL,2026-03-28
FICO,FICO Inc.,Q4 2024,2025-01-31,2024,4,7657,REAL,2026-03-28
FICO,FICO Inc.,Q4 2025,2026-01-31,2025,4,7509,REAL,2026-03-28
FISV,FISV Inc.,Q1 2024,2024-04-30,2024,1,7544,REAL,2026-03-28
FISV,FISV Inc.,Q1 2025,2025-04-30,2025,1,9015,REAL,2026-03-28
FISV,FISV Inc.,Q2 2024,2024-07-31,2024,2,8596,REAL,2026-03-28
FISV,FISV Inc.,Q2 2025,2025-07-31,2025,2,9485,REAL,2026-03-28
FISV,FISV Inc.,Q3 2024,2024-10-31,2024,3,7896,REAL,2026-03-28
FISV,FISV Inc.,Q3 2025,2025-10-31,2025,3,10252,REAL,2026-03-28
FISV,FISV Inc.,Q4 2024,2025-01-31,2024,4,8367,REAL,2026-03-28
FISV,FISV Inc.,Q4 2025,2026-01-31,2025,4,9163,REAL,2026-03-28
FIVN,FIVN Inc.,Q4 2025,2026-01-31,2025,4,10011,REAL,2026-03-28
FTNT,FTNT Inc.,Q1 2024,2024-04-30,2024,1,10061,REAL,2026-03-28
FTNT,FTNT Inc.,Q1 2025,2025-04-30,2025,1,8903,REAL,2026-03-28
FTNT,FTNT Inc.,Q2 2024,2024-07-31,2024,2,9399,REAL,2026-03-28
FTNT,FTNT Inc.,Q2 2025,2025-07-31,2025,2,8464,REAL,2026-03-28
FTNT,FTNT Inc.,Q3 2024,2024-10-31,2024,3,8843,REAL,2026-03-28
FTNT,FTNT Inc.,Q3 2025,2025-10-31,2025,3,9347,REAL,2026-03-28
FTNT,FTNT Inc.,Q4 2024,2025-01-31,2024,4,8630,REAL,2026-03-28
FTNT,FTNT Inc.,Q4 2025,2026-01-31,2025,4,9103,REAL,2026-03-28
GD,GD Inc.,Q1 2024,2024-04-30,2024,1,7009,REAL,2026-03-28
GD,GD Inc.,Q1 2025,2025-04-30,2025,1,7643,REAL,2026-03-28
GD,GD Inc.,Q2 2024,2024-07-31,2024,2,7390,REAL,2026-03-28
GD,GD Inc.,Q2 2025,2025-07-31,2025,2,7306,REAL,2026-03-28
GD,GD Inc.,Q3 2024,2024-10-31,2024,3,7774,REAL,2026-03-28
GD,GD Inc.,Q3 2025,2025-10-31,2025,3,7262,REAL,2026-03-28
GD,GD Inc.,Q4 2024,2025-01-31,2024,4,7329,REAL,2026-03-28
GD,GD Inc.,Q4 2025,2026-01-31,2025,4,7680,REAL,2026-03-28
GE,GE Inc.,Q1 2024,2024-04-30,2024,1,7968,REAL,2026-03-28
GE,GE Inc.,Q1 2025,2025-04-30,2025,1,7467,REAL,2026-03-28
GE,GE Inc.,Q2 2024,2024-07-31,2024,2,7540,REAL,2026-03-28
GE,GE Inc.,Q2 2025,2025-07-31,2025,2,13486,REAL,2026-03-28
GE,GE Inc.,Q3 2024,2024-10-31,2024,3,7628,REAL,2026-03-28
GE,GE Inc.,Q3 2025,2025-10-31,2025,3,7443,REAL,2026-03-28
GE,GE Inc.,Q4 2024,2025-01-31,2024,4,7663,REAL,2026-03-28
GE,GE Inc.,Q4 2025,2026-01-31,2025,4,7610,REAL,2026-03-28
GILD,GILD Inc.,Q1 2024,2024-04-30,2024,1,9389,REAL,2026-03-28
GILD,GILD Inc.,Q1 2025,2025-04-30,2025,1,9665,REAL,2026-03-28
GILD,GILD Inc.,Q2 2024,2024-07-31,2024,2,9653,REAL,2026-03-28
GILD,GILD Inc.,Q2 2025,2025-07-31,2025,2,9268,REAL,2026-03-28
GILD,GILD Inc.,Q3 2024,2024-10-31,2024,3,9514,REAL,2026-03-28
GILD,GILD Inc.,Q3 2025,2025-10-31,2025,3,9372,REAL,2026-03-28
GILD,GILD Inc.,Q4 2024,2025-01-31,2024,4,9001,REAL,2026-03-28
GILD,GILD Inc.,Q4 2025,2026-01-31,2025,4,9081,REAL,2026-03-28
GIS,GIS Inc.,Q1 2024,2024-04-30,2024,1,5320,REAL,2026-03-28
GIS,GIS Inc.,Q1 2025,2025-04-30,2025,1,6022,REAL,2026-03-28
GIS,GIS Inc.,Q2 2024,2024-07-31,2024,2,6034,REAL,2026-03-28
GIS,GIS Inc.,Q2 2025,2025-07-31,2025,2,3859,REAL,2026-03-28
GIS,GIS Inc.,Q3 2025,2025-10-31,2025,3,6081,REAL,2026-03-28
GIS,GIS Inc.,Q4 2024,2025-01-31,2024,4,6887,REAL,2026-03-28
GIS,GIS Inc.,Q4 2025,2026-01-31,2025,4,6721,REAL,2026-03-28
GM,GM Inc.,Q1 2024,2024-04-30,2024,1,10047,REAL,2026-03-28
GM,GM Inc.,Q1 2025,2025-04-30,2025,1,10138,REAL,2026-03-28
GM,GM Inc.,Q2 2024,2024-07-31,2024,2,10229,REAL,2026-03-28
GM,GM Inc.,Q2 2025,2025-07-31,2025,2,10286,REAL,2026-03-28
GM,GM Inc.,Q3 2024,2024-10-31,2024,3,10274,REAL,2026-03-28
GM,GM Inc.,Q3 2025,2025-10-31,2025,3,10053,REAL,2026-03-28
GM,GM Inc.,Q4 2024,2025-01-31,2024,4,10282,REAL,2026-03-28
GM,GM Inc.,Q4 2025,2026-01-31,2025,4,10116,REAL,2026-03-28
GOOG,GOOG Inc.,Q1 2024,2024-04-30,2024,1,8545,REAL,2026-03-28
GOOG,GOOG Inc.,Q1 2025,2025-04-30,2025,1,8309,REAL,2026-03-28
GOOG,GOOG Inc.,Q2 2024,2024-07-31,2024,2,8620,REAL,2026-03-28
GOOG,GOOG Inc.,Q2 2025,2025-07-31,2025,2,8556,REAL,2026-03-28
GOOG,GOOG Inc.,Q3 2024,2024-10-31,2024,3,9553,REAL,2026-03-28
GOOG,GOOG Inc.,Q3 2025,2025-10-31,2025,3,8222,REAL,2026-03-28
GOOG,GOOG Inc.,Q4 2024,2025-01-31,2024,4,8865,REAL,2026-03-28
GOOG,GOOG Inc.,Q4 2025,2026-01-31,2025,4,9067,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q1 2024,2024-04-30,2024,1,8545,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q1 2025,2025-04-30,2025,1,8309,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q2 2024,2024-07-31,2024,2,8620,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q2 2025,2025-07-31,2025,2,8556,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q3 2024,2024-10-31,2024,3,9553,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q3 2025,2025-10-31,2025,3,8222,REAL,2026-03-28
GOOGL,GOOGL Inc.,Q4 2024,2025-01-31,2024,4,8865,REAL,2026-03-28
GPC,GPC Inc.,Q1 2024,2024-04-30,2024,1,8622,REAL,2026-03-28
GPC,GPC Inc.,Q1 2025,2025-04-30,2025,1,9255,REAL,2026-03-28
GPC,GPC Inc.,Q2 2024,2024-07-31,2024,2,9709,REAL,2026-03-28
GPC,GPC Inc.,Q2 2025,2025-07-31,2025,2,18209,REAL,2026-03-28
GPC,GPC Inc.,Q3 2024,2024-10-31,2024,3,9752,REAL,2026-03-28
GPC,GPC Inc.,Q3 2025,2025-10-31,2025,3,9298,REAL,2026-03-28
GPC,GPC Inc.,Q4 2024,2025-01-31,2024,4,10189,REAL,2026-03-28
GPC,GPC Inc.,Q4 2025,2026-01-31,2025,4,10884,REAL,2026-03-28
GPN,GPN Inc.,Q1 2024,2024-04-30,2024,1,10689,REAL,2026-03-28
GPN,GPN Inc.,Q1 2025,2025-04-30,2025,1,12652,REAL,2026-03-28
GPN,GPN Inc.,Q2 2024,2024-07-31,2024,2,10838,REAL,2026-03-28
GPN,GPN Inc.,Q2 2025,2025-07-31,2025,2,11350,REAL,2026-03-28
GPN,GPN Inc.,Q3 2024,2024-10-31,2024,3,11520,REAL,2026-03-28
GPN,GPN Inc.,Q3 2025,2025-10-31,2025,3,10251,REAL,2026-03-28
GPN,GPN Inc.,Q4 2024,2025-01-31,2024,4,11313,REAL,2026-03-28
GPN,GPN Inc.,Q4 2025,2026-01-31,2025,4,11637,REAL,2026-03-28
GRMN,GRMN Inc.,Q1 2024,2024-04-30,2024,1,4114,REAL,2026-03-28
GRMN,GRMN Inc.,Q1 2025,2025-04-30,2025,1,5953,REAL,2026-03-28
GRMN,GRMN Inc.,Q2 2024,2024-07-31,2024,2,5441,REAL,2026-03-28
GRMN,GRMN Inc.,Q2 2025,2025-07-31,2025,2,5123,REAL,2026-03-28
GRMN,GRMN Inc.,Q3 2024,2024-10-31,2024,3,4524,REAL,2026-03-28
GRMN,GRMN Inc.,Q3 2025,2025-10-31,2025,3,5624,REAL,2026-03-28
GRMN,GRMN Inc.,Q4 2024,2025-01-31,2024,4,6162,REAL,2026-03-28
GRMN,GRMN Inc.,Q4 2025,2026-01-31,2025,4,6821,REAL,2026-03-28
GS,GS Inc.,Q1 2024,2024-04-30,2024,1,9108,REAL,2026-03-28
GS,GS Inc.,Q1 2025,2025-04-30,2025,1,9579,REAL,2026-03-28
GS,GS Inc.,Q2 2024,2024-07-31,2024,2,8411,REAL,2026-03-28
GS,GS Inc.,Q2 2025,2025-07-31,2025,2,9062,REAL,2026-03-28
GS,GS Inc.,Q3 2024,2024-10-31,2024,3,8975,REAL,2026-03-28
GS,GS Inc.,Q3 2025,2025-10-31,2025,3,8451,REAL,2026-03-28
GS,GS Inc.,Q4 2024,2025-01-31,2024,4,9229,REAL,2026-03-28
GS,GS Inc.,Q4 2025,2026-01-31,2025,4,12678,REAL,2026-03-28
GWW,GWW Inc.,Q1 2024,2024-04-30,2024,1,5605,REAL,2026-03-28
GWW,GWW Inc.,Q1 2025,2025-04-30,2025,1,8749,REAL,2026-03-28
GWW,GWW Inc.,Q2 2024,2024-07-31,2024,2,5095,REAL,2026-03-28
GWW,GWW Inc.,Q2 2025,2025-07-31,2025,2,7565,REAL,2026-03-28
GWW,GWW Inc.,Q3 2024,2024-10-31,2024,3,5272,REAL,2026-03-28
GWW,GWW Inc.,Q3 2025,2025-10-31,2025,3,8969,REAL,2026-03-28
GWW,GWW Inc.,Q4 2024,2025-01-31,2024,4,9497,REAL,2026-03-28
GWW,GWW Inc.,Q4 2025,2026-01-31,2025,4,9339,REAL,2026-03-28
HAL,HAL Inc.,Q1 2024,2024-04-30,2024,1,8108,REAL,2026-03-28
HAL,HAL Inc.,Q1 2025,2025-04-30,2025,1,8312,REAL,2026-03-28
HAL,HAL Inc.,Q2 2024,2024-07-31,2024,2,7304,REAL,2026-03-28
HAL,HAL Inc.,Q2 2025,2025-07-31,2025,2,8103,REAL,2026-03-28
HAL,HAL Inc.,Q3 2024,2024-10-31,2024,3,8186,REAL,2026-03-28
HAL,HAL Inc.,Q3 2025,2025-10-31,2025,3,8353,REAL,2026-03-28
HAL,HAL Inc.,Q4 2024,2025-01-31,2024,4,6903,REAL,2026-03-28
HAL,HAL Inc.,Q4 2025,2026-01-31,2025,4,8398,REAL,2026-03-28
HAS,HAS Inc.,Q1 2024,2024-04-30,2024,1,9370,REAL,2026-03-28
HAS,HAS Inc.,Q1 2025,2025-04-30,2025,1,9383,REAL,2026-03-28
HAS,HAS Inc.,Q2 2024,2024-07-31,2024,2,9047,REAL,2026-03-28
HAS,HAS Inc.,Q2 2025,2025-07-31,2025,2,9205,REAL,2026-03-28
HAS,HAS Inc.,Q3 2024,2024-10-31,2024,3,7700,REAL,2026-03-28
HAS,HAS Inc.,Q3 2025,2025-10-31,2025,3,8479,REAL,2026-03-28
HAS,HAS Inc.,Q4 2024,2025-01-31,2024,4,10192,REAL,2026-03-28
HAS,HAS Inc.,Q4 2025,2026-01-31,2025,4,8745,REAL,2026-03-28
HBAN,HBAN Inc.,Q1 2024,2024-04-30,2024,1,9576,REAL,2026-03-28
HBAN,HBAN Inc.,Q1 2025,2025-04-30,2025,1,8562,REAL,2026-03-28
HBAN,HBAN Inc.,Q2 2024,2024-07-31,2024,2,8486,REAL,2026-03-28
HBAN,HBAN Inc.,Q2 2025,2025-07-31,2025,2,8081,REAL,2026-03-28
HBAN,HBAN Inc.,Q3 2024,2024-10-31,2024,3,7309,REAL,2026-03-28
HBAN,HBAN Inc.,Q3 2025,2025-10-31,2025,3,7123,REAL,2026-03-28
HBAN,HBAN Inc.,Q4 2024,2025-01-31,2024,4,8440,REAL,2026-03-28
HBAN,HBAN Inc.,Q4 2025,2026-01-31,2025,4,9348,REAL,2026-03-28
HCA,HCA Inc.,Q1 2024,2024-04-30,2024,1,6921,REAL,2026-03-28
HCA,HCA Inc.,Q1 2025,2025-04-30,2025,1,8702,REAL,2026-03-28
HCA,HCA Inc.,Q2 2024,2024-07-31,2024,2,7546,REAL,2026-03-28
HCA,HCA Inc.,Q2 2025,2025-07-31,2025,2,8866,REAL,2026-03-28
HCA,HCA Inc.,Q3 2024,2024-10-31,2024,3,8626,REAL,2026-03-28
HCA,HCA Inc.,Q3 2025,2025-10-31,2025,3,8743,REAL,2026-03-28
HCA,HCA Inc.,Q4 2024,2025-01-31,2024,4,8873,REAL,2026-03-28
HCA,HCA Inc.,Q4 2025,2026-01-31,2025,4,9091,REAL,2026-03-28
HD,HD Inc.,Q1 2024,2024-04-30,2024,1,8814,REAL,2026-03-28
HD,HD Inc.,Q1 2025,2025-04-30,2025,1,8446,REAL,2026-03-28
HD,HD Inc.,Q2 2024,2024-07-31,2024,2,8694,REAL,2026-03-28
HD,HD Inc.,Q2 2025,2025-07-31,2025,2,8681,REAL,2026-03-28
HD,HD Inc.,Q3 2024,2024-10-31,2024,3,8540,REAL,2026-03-28
HD,HD Inc.,Q3 2025,2025-10-31,2025,3,8475,REAL,2026-03-28
HD,HD Inc.,Q4 2024,2025-01-31,2024,4,8258,REAL,2026-03-28
HIG,HIG Inc.,Q1 2024,2024-04-30,2024,1,9329,REAL,2026-03-28
HIG,HIG Inc.,Q1 2025,2025-04-30,2025,1,8588,REAL,2026-03-28
HIG,HIG Inc.,Q2 2024,2024-07-31,2024,2,7777,REAL,2026-03-28
HIG,HIG Inc.,Q2 2025,2025-07-31,2025,2,9184,REAL,2026-03-28
HIG,HIG Inc.,Q3 2024,2024-10-31,2024,3,9207,REAL,2026-03-28
HIG,HIG Inc.,Q3 2025,2025-10-31,2025,3,8408,REAL,2026-03-28
HIG,HIG Inc.,Q4 2024,2025-01-31,2024,4,9221,REAL,2026-03-28
HIG,HIG Inc.,Q4 2025,2026-01-31,2025,4,8601,REAL,2026-03-28
HII,HII Inc.,Q1 2024,2024-04-30,2024,1,6612,REAL,2026-03-28
HII,HII Inc.,Q1 2025,2025-04-30,2025,1,7910,REAL,2026-03-28
HII,HII Inc.,Q2 2024,2024-07-31,2024,2,7676,REAL,2026-03-28
HII,HII Inc.,Q2 2025,2025-07-31,2025,2,6541,REAL,2026-03-28
HII,HII Inc.,Q3 2024,2024-10-31,2024,3,12047,REAL,2026-03-28
HII,HII Inc.,Q3 2025,2025-10-31,2025,3,6983,REAL,2026-03-28
HII,HII Inc.,Q4 2024,2025-01-31,2024,4,8987,REAL,2026-03-28
HII,HII Inc.,Q4 2025,2026-01-31,2025,4,10039,REAL,2026-03-28
HLT,HLT Inc.,Q1 2024,2024-04-30,2024,1,9225,REAL,2026-03-28
HLT,HLT Inc.,Q1 2025,2025-04-30,2025,1,9872,REAL,2026-03-28
HLT,HLT Inc.,Q2 2024,2024-07-31,2024,2,9200,REAL,2026-03-28
HLT,HLT Inc.,Q2 2025,2025-07-31,2025,2,8962,REAL,2026-03-28
HLT,HLT Inc.,Q3 2024,2024-10-31,2024,3,9168,REAL,2026-03-28
HLT,HLT Inc.,Q3 2025,2025-10-31,2025,3,9618,REAL,2026-03-28
HLT,HLT Inc.,Q4 2024,2025-01-31,2024,4,9269,REAL,2026-03-28
HLT,HLT Inc.,Q4 2025,2026-01-31,2025,4,9847,REAL,2026-03-28
HOLX,HOLX Inc.,Q1 2024,2024-04-30,2024,1,9101,REAL,2026-03-28
HOLX,HOLX Inc.,Q1 2025,2025-04-30,2025,1,8947,REAL,2026-03-28
HOLX,HOLX Inc.,Q2 2024,2024-07-31,2024,2,14516,REAL,2026-03-28
HOLX,HOLX Inc.,Q2 2025,2025-07-31,2025,2,8823,REAL,2026-03-28
HOLX,HOLX Inc.,Q3 2024,2024-10-31,2024,3,8380,REAL,2026-03-28
HOLX,HOLX Inc.,Q3 2025,2025-10-31,2025,3,8522,REAL,2026-03-28
HOLX,HOLX Inc.,Q4 2024,2025-01-31,2024,4,7728,REAL,2026-03-28
HON,HON Inc.,Q1 2024,2024-04-30,2024,1,9203,REAL,2026-03-28
HON,HON Inc.,Q1 2025,2025-04-30,2025,1,10399,REAL,2026-03-28
HON,HON Inc.,Q2 2024,2024-07-31,2024,2,10147,REAL,2026-03-28
HON,HON Inc.,Q2 2025,2025-07-31,2025,2,9852,REAL,2026-03-28
HON,HON Inc.,Q3 2024,2024-10-31,2024,3,9919,REAL,2026-03-28
HON,HON Inc.,Q3 2025,2025-10-31,2025,3,9727,REAL,2026-03-28
HON,HON Inc.,Q4 2024,2025-01-31,2024,4,10600,REAL,2026-03-28
HOOD,HOOD Inc.,Q1 2024,2024-04-30,2024,1,6640,REAL,2026-03-28
HOOD,HOOD Inc.,Q1 2025,2025-04-30,2025,1,9287,REAL,2026-03-28
HOOD,HOOD Inc.,Q2 2024,2024-07-31,2024,2,8136,REAL,2026-03-28
HOOD,HOOD Inc.,Q2 2025,2025-07-31,2025,2,10465,REAL,2026-03-28
HOOD,HOOD Inc.,Q3 2024,2024-10-31,2024,3,6125,REAL,2026-03-28
HOOD,HOOD Inc.,Q3 2025,2025-10-31,2025,3,11102,REAL,2026-03-28
HOOD,HOOD Inc.,Q4 2024,2025-01-31,2024,4,8976,REAL,2026-03-28
HOOD,HOOD Inc.,Q4 2025,2026-01-31,2025,4,12250,REAL,2026-03-28
HPE,HPE Inc.,Q1 2024,2024-04-30,2024,1,8733,REAL,2026-03-28
HPE,HPE Inc.,Q1 2025,2025-04-30,2025,1,8688,REAL,2026-03-28
HPE,HPE Inc.,Q2 2024,2024-07-31,2024,2,8722,REAL,2026-03-28
HPE,HPE Inc.,Q2 2025,2025-07-31,2025,2,8465,REAL,2026-03-28
HPE,HPE Inc.,Q3 2024,2024-10-31,2024,3,8749,REAL,2026-03-28
HPE,HPE Inc.,Q3 2025,2025-10-31,2025,3,8604,REAL,2026-03-28
HPE,HPE Inc.,Q4 2024,2025-01-31,2024,4,9186,REAL,2026-03-28
HPE,HPE Inc.,Q4 2025,2026-01-31,2025,4,8858,REAL,2026-03-28
HPQ,HPQ Inc.,Q1 2024,2024-04-30,2024,1,7263,REAL,2026-03-28
HPQ,HPQ Inc.,Q1 2025,2025-04-30,2025,1,7953,REAL,2026-03-28
HPQ,HPQ Inc.,Q2 2024,2024-07-31,2024,2,8448,REAL,2026-03-28
HPQ,HPQ Inc.,Q2 2025,2025-07-31,2025,2,8162,REAL,2026-03-28
HPQ,HPQ Inc.,Q3 2024,2024-10-31,2024,3,8266,REAL,2026-03-28
HPQ,HPQ Inc.,Q3 2025,2025-10-31,2025,3,7557,REAL,2026-03-28
HPQ,HPQ Inc.,Q4 2024,2025-01-31,2024,4,8395,REAL,2026-03-28
HPQ,HPQ Inc.,Q4 2025,2026-01-31,2025,4,8651,REAL,2026-03-28
HRL,HRL Inc.,Q1 2024,2024-04-30,2024,1,7521,REAL,2026-03-28
HRL,HRL Inc.,Q1 2025,2025-04-30,2025,1,10569,REAL,2026-03-28
HRL,HRL Inc.,Q2 2024,2024-07-31,2024,2,8834,REAL,2026-03-28
HRL,HRL Inc.,Q2 2025,2025-07-31,2025,2,8575,REAL,2026-03-28
HRL,HRL Inc.,Q3 2024,2024-10-31,2024,3,7700,REAL,2026-03-28
HRL,HRL Inc.,Q3 2025,2025-10-31,2025,3,10124,REAL,2026-03-28
HRL,HRL Inc.,Q4 2024,2025-01-31,2024,4,10554,REAL,2026-03-28
HRL,HRL Inc.,Q4 2025,2026-01-31,2025,4,10366,REAL,2026-03-28
HSIC,HSIC Inc.,Q1 2024,2024-04-30,2024,1,9306,REAL,2026-03-28
HSIC,HSIC Inc.,Q1 2025,2025-04-30,2025,1,9002,REAL,2026-03-28
HSIC,HSIC Inc.,Q2 2024,2024-07-31,2024,2,9513,REAL,2026-03-28
HSIC,HSIC Inc.,Q2 2025,2025-07-31,2025,2,9593,REAL,2026-03-28
HSIC,HSIC Inc.,Q3 2024,2024-10-31,2024,3,9336,REAL,2026-03-28
HSIC,HSIC Inc.,Q3 2025,2025-10-31,2025,3,9666,REAL,2026-03-28
HSIC,HSIC Inc.,Q4 2024,2025-01-31,2024,4,9728,REAL,2026-03-28
HSIC,HSIC Inc.,Q4 2025,2026-01-31,2025,4,9144,REAL,2026-03-28
HST,HST Inc.,Q1 2024,2024-04-30,2024,1,7966,REAL,2026-03-28
HST,HST Inc.,Q1 2025,2025-04-30,2025,1,7384,REAL,2026-03-28
HST,HST Inc.,Q2 2024,2024-07-31,2024,2,7762,REAL,2026-03-28
HST,HST Inc.,Q2 2025,2025-07-31,2025,2,7678,REAL,2026-03-28
HST,HST Inc.,Q3 2024,2024-10-31,2024,3,8331,REAL,2026-03-28
HST,HST Inc.,Q3 2025,2025-10-31,2025,3,8018,REAL,2026-03-28
HST,HST Inc.,Q4 2024,2025-01-31,2024,4,7477,REAL,2026-03-28
HST,HST Inc.,Q4 2025,2026-01-31,2025,4,7738,REAL,2026-03-28
HSY,HSY Inc.,Q1 2024,2024-04-30,2024,1,6404,REAL,2026-03-28
